date,num_compte,nom_compte,type,montant_debit,montant_credit
2020-02-25,COMPTE_6176,Honoraires consultants,dépense,35945.31,0.0
2020-02-25,COMPTE_6141,Loyers,dépense,44466.06,0.0
2020-03-01,COMPTE_6190,Formation du personnel,dépense,14710.6,0.0
2020-03-03,COMPTE_6178,Fournitures de bureau,dépense,8245.29,0.0
2020-03-03,COMPTE_6200,Salaires,dépense,385054.14,0.0
2020-03-06,COMPTE_6165,Electricité et eau,dépense,36631.25,0.0
2020-03-11,COMPTE_6141,Loyers,dépense,50790.01,0.0
2020-03-13,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9128.71
2020-03-13,COMPTE_7111,Chiffre d affaires,produit,0.0,894120.36
2020-03-14,COMPTE_7120,Subventions reçues,produit,0.0,32363.77
2020-03-16,COMPTE_6161,Assurances,dépense,13489.28,0.0
2020-03-17,COMPTE_6174,Téléphone et internet,dépense,10985.58,0.0
2020-03-18,COMPTE_6171,Transport et livraisons,dépense,19485.08,0.0
2020-03-19,COMPTE_6210,Charges sociales CNSS,dépense,120178.03,0.0
2020-03-22,COMPTE_6176,Honoraires consultants,dépense,43381.02,0.0
2020-03-24,COMPTE_6185,Maintenance équipements,dépense,25968.58,0.0
2020-03-25,COMPTE_6011,Achats matières premières,dépense,111833.61,0.0
2020-04-03,COMPTE_6165,Electricité et eau,dépense,36570.24,0.0
2020-04-03,COMPTE_6176,Honoraires consultants,dépense,39387.48,0.0
2020-04-04,COMPTE_6171,Transport et livraisons,dépense,20483.56,0.0
2020-04-06,COMPTE_6190,Formation du personnel,dépense,15426.71,0.0
2020-04-08,COMPTE_6185,Maintenance équipements,dépense,27401.88,0.0
2020-04-10,COMPTE_6178,Fournitures de bureau,dépense,6967.11,0.0
2020-04-11,COMPTE_6011,Achats matières premières,dépense,84426.94,0.0
2020-04-17,COMPTE_6210,Charges sociales CNSS,dépense,91285.63,0.0
2020-04-19,COMPTE_6174,Téléphone et internet,dépense,9100.73,0.0
2020-04-20,COMPTE_6141,Loyers,dépense,47061.53,0.0
2020-04-21,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10555.69
2020-04-21,COMPTE_6200,Salaires,dépense,324025.61,0.0
2020-04-23,COMPTE_6161,Assurances,dépense,14326.42,0.0
2020-04-24,COMPTE_7120,Subventions reçues,produit,0.0,27689.56
2020-04-25,COMPTE_7111,Chiffre d affaires,produit,0.0,790108.87
2020-05-02,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8825.75
2020-05-06,COMPTE_6171,Transport et livraisons,dépense,22291.19,0.0
2020-05-08,COMPTE_6011,Achats matières premières,dépense,110077.17,0.0
2020-05-09,COMPTE_6141,Loyers,dépense,46899.52,0.0
2020-05-15,COMPTE_7111,Chiffre d affaires,produit,0.0,772469.17
2020-05-15,COMPTE_6210,Charges sociales CNSS,dépense,99496.36,0.0
2020-05-19,COMPTE_6178,Fournitures de bureau,dépense,7476.11,0.0
2020-05-19,COMPTE_6185,Maintenance équipements,dépense,25631.4,0.0
2020-05-20,COMPTE_6161,Assurances,dépense,13446.79,0.0
2020-05-20,COMPTE_6190,Formation du personnel,dépense,17275.39,0.0
2020-05-21,COMPTE_6174,Téléphone et internet,dépense,11418.82,0.0
2020-05-21,COMPTE_6200,Salaires,dépense,358542.72,0.0
2020-05-25,COMPTE_6176,Honoraires consultants,dépense,41338.91,0.0
2020-05-25,COMPTE_6165,Electricité et eau,dépense,29679.51,0.0
2020-05-26,COMPTE_7120,Subventions reçues,produit,0.0,30745.91
2020-06-02,COMPTE_6185,Maintenance équipements,dépense,26528.7,0.0
2020-06-02,COMPTE_7111,Chiffre d affaires,produit,0.0,844246.16
2020-06-03,COMPTE_6165,Electricité et eau,dépense,34640.69,0.0
2020-06-03,COMPTE_6011,Achats matières premières,dépense,91393.84,0.0
2020-06-07,COMPTE_6200,Salaires,dépense,367804.3,0.0
2020-06-11,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10079.43
2020-06-12,COMPTE_6161,Assurances,dépense,12113.93,0.0
2020-06-15,COMPTE_6176,Honoraires consultants,dépense,39465.5,0.0
2020-06-15,COMPTE_6141,Loyers,dépense,47754.06,0.0
2020-06-16,COMPTE_6210,Charges sociales CNSS,dépense,94780.96,0.0
2020-06-20,COMPTE_6174,Téléphone et internet,dépense,8388.65,0.0
2020-06-26,COMPTE_6178,Fournitures de bureau,dépense,7144.36,0.0
2020-06-26,COMPTE_6190,Formation du personnel,dépense,15515.25,0.0
2020-06-26,COMPTE_7120,Subventions reçues,produit,0.0,27712.46
2020-06-28,COMPTE_6171,Transport et livraisons,dépense,21132.61,0.0
2020-07-02,COMPTE_6185,Maintenance équipements,dépense,22856.19,0.0
2020-07-03,COMPTE_6011,Achats matières premières,dépense,95938.62,0.0
2020-07-06,COMPTE_6141,Loyers,dépense,44430.55,0.0
2020-07-09,COMPTE_7111,Chiffre d affaires,produit,0.0,714334.27
2020-07-11,COMPTE_6200,Salaires,dépense,299868.57,0.0
2020-07-11,COMPTE_6178,Fournitures de bureau,dépense,5945.89,0.0
2020-07-12,COMPTE_6174,Téléphone et internet,dépense,7522.99,0.0
2020-07-13,COMPTE_6176,Honoraires consultants,dépense,38836.9,0.0
2020-07-15,COMPTE_6165,Electricité et eau,dépense,27092.49,0.0
2020-07-20,COMPTE_6171,Transport et livraisons,dépense,17876.15,0.0
2020-07-20,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8986.98
2020-07-21,COMPTE_6190,Formation du personnel,dépense,15001.75,0.0
2020-07-22,COMPTE_6210,Charges sociales CNSS,dépense,77078.88,0.0
2020-07-22,COMPTE_7120,Subventions reçues,produit,0.0,26304.51
2020-07-23,COMPTE_6161,Assurances,dépense,10620.98,0.0
2020-08-10,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,6351.0
2020-08-10,COMPTE_6176,Honoraires consultants,dépense,36747.89,0.0
2020-08-11,COMPTE_6011,Achats matières premières,dépense,87713.29,0.0
2020-08-12,COMPTE_6161,Assurances,dépense,10352.17,0.0
2020-08-12,COMPTE_7120,Subventions reçues,produit,0.0,22666.91
2020-08-13,COMPTE_6171,Transport et livraisons,dépense,17698.62,0.0
2020-08-17,COMPTE_6210,Charges sociales CNSS,dépense,94910.53,0.0
2020-08-21,COMPTE_6178,Fournitures de bureau,dépense,5855.3,0.0
2020-08-21,COMPTE_6165,Electricité et eau,dépense,24504.72,0.0
2020-08-22,COMPTE_6141,Loyers,dépense,36517.06,0.0
2020-08-22,COMPTE_7111,Chiffre d affaires,produit,0.0,611112.98
2020-08-23,COMPTE_6174,Téléphone et internet,dépense,7009.95,0.0
2020-08-23,COMPTE_6190,Formation du personnel,dépense,11541.29,0.0
2020-08-24,COMPTE_6200,Salaires,dépense,326266.3,0.0
2020-08-27,COMPTE_6185,Maintenance équipements,dépense,22202.37,0.0
2020-09-02,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10390.56
2020-09-05,COMPTE_6165,Electricité et eau,dépense,39219.36,0.0
2020-09-06,COMPTE_7120,Subventions reçues,produit,0.0,31589.5
2020-09-06,COMPTE_6210,Charges sociales CNSS,dépense,97158.09,0.0
2020-09-07,COMPTE_6011,Achats matières premières,dépense,93599.29,0.0
2020-09-08,COMPTE_6161,Assurances,dépense,15162.29,0.0
2020-09-11,COMPTE_6185,Maintenance équipements,dépense,23080.04,0.0
2020-09-13,COMPTE_6200,Salaires,dépense,346619.3,0.0
2020-09-17,COMPTE_6174,Téléphone et internet,dépense,11247.87,0.0
2020-09-17,COMPTE_6178,Fournitures de bureau,dépense,8092.24,0.0
2020-09-20,COMPTE_6190,Formation du personnel,dépense,18977.47,0.0
2020-09-25,COMPTE_7111,Chiffre d affaires,produit,0.0,1004305.11
2020-09-25,COMPTE_6141,Loyers,dépense,52207.6,0.0
2020-09-27,COMPTE_6176,Honoraires consultants,dépense,46094.22,0.0
2020-09-28,COMPTE_6171,Transport et livraisons,dépense,19142.93,0.0
2020-10-06,COMPTE_6210,Charges sociales CNSS,dépense,114499.53,0.0
2020-10-08,COMPTE_6171,Transport et livraisons,dépense,21135.17,0.0
2020-10-10,COMPTE_6190,Formation du personnel,dépense,17658.64,0.0
2020-10-15,COMPTE_6141,Loyers,dépense,61202.58,0.0
2020-10-15,COMPTE_6165,Electricité et eau,dépense,38391.91,0.0
2020-10-15,COMPTE_6185,Maintenance équipements,dépense,31837.55,0.0
2020-10-17,COMPTE_6200,Salaires,dépense,442389.08,0.0
2020-10-21,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9442.41
2020-10-22,COMPTE_6178,Fournitures de bureau,dépense,7184.99,0.0
2020-10-22,COMPTE_6011,Achats matières premières,dépense,105559.52,0.0
2020-10-25,COMPTE_6161,Assurances,dépense,16479.2,0.0
2020-10-26,COMPTE_6174,Téléphone et internet,dépense,10226.05,0.0
2020-10-26,COMPTE_7111,Chiffre d affaires,produit,0.0,1047979.47
2020-10-27,COMPTE_6176,Honoraires consultants,dépense,48469.99,0.0
2020-10-28,COMPTE_7120,Subventions reçues,produit,0.0,32901.63
2020-11-04,COMPTE_6141,Loyers,dépense,59420.6,0.0
2020-11-06,COMPTE_6171,Transport et livraisons,dépense,20466.2,0.0
2020-11-08,COMPTE_6178,Fournitures de bureau,dépense,7068.41,0.0
2020-11-10,COMPTE_6165,Electricité et eau,dépense,40209.97,0.0
2020-11-11,COMPTE_7120,Subventions reçues,produit,0.0,29795.91
2020-11-12,COMPTE_6011,Achats matières premières,dépense,109788.98,0.0
2020-11-12,COMPTE_7111,Chiffre d affaires,produit,0.0,1118959.65
2020-11-12,COMPTE_6185,Maintenance équipements,dépense,31298.04,0.0
2020-11-13,COMPTE_6210,Charges sociales CNSS,dépense,111256.7,0.0
2020-11-14,COMPTE_6176,Honoraires consultants,dépense,40661.27,0.0
2020-11-14,COMPTE_6190,Formation du personnel,dépense,20537.73,0.0
2020-11-17,COMPTE_6200,Salaires,dépense,360024.77,0.0
2020-11-17,COMPTE_6174,Téléphone et internet,dépense,10290.47,0.0
2020-11-17,COMPTE_6161,Assurances,dépense,17269.95,0.0
2020-11-27,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,11736.95
2020-12-02,COMPTE_7111,Chiffre d affaires,produit,0.0,981720.55
2020-12-03,COMPTE_6176,Honoraires consultants,dépense,41488.75,0.0
2020-12-04,COMPTE_6200,Salaires,dépense,449151.16,0.0
2020-12-05,COMPTE_6141,Loyers,dépense,68115.62,0.0
2020-12-07,COMPTE_6178,Fournitures de bureau,dépense,7385.04,0.0
2020-12-08,COMPTE_6210,Charges sociales CNSS,dépense,134152.34,0.0
2020-12-11,COMPTE_6011,Achats matières premières,dépense,125941.14,0.0
2020-12-15,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,12117.86
2020-12-18,COMPTE_6185,Maintenance équipements,dépense,33701.37,0.0
2020-12-20,COMPTE_6174,Téléphone et internet,dépense,11722.35,0.0
2020-12-20,COMPTE_6190,Formation du personnel,dépense,22061.74,0.0
2020-12-21,COMPTE_7120,Subventions reçues,produit,0.0,32069.31
2020-12-23,COMPTE_6171,Transport et livraisons,dépense,22340.88,0.0
2020-12-27,COMPTE_6165,Electricité et eau,dépense,38653.92,0.0
2020-12-27,COMPTE_6161,Assurances,dépense,14989.94,0.0
2021-01-02,COMPTE_7120,Subventions reçues,produit,0.0,38363.98
2021-01-03,COMPTE_6190,Formation du personnel,dépense,22071.1,0.0
2021-01-08,COMPTE_6165,Electricité et eau,dépense,38818.24,0.0
2021-01-10,COMPTE_6171,Transport et livraisons,dépense,26468.59,0.0
2021-01-12,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,11489.34
2021-01-13,COMPTE_7111,Chiffre d affaires,produit,0.0,1051814.18
2021-01-17,COMPTE_6185,Maintenance équipements,dépense,31892.1,0.0
2021-01-17,COMPTE_6210,Charges sociales CNSS,dépense,123090.0,0.0
2021-01-18,COMPTE_6200,Salaires,dépense,501666.92,0.0
2021-01-19,COMPTE_6176,Honoraires consultants,dépense,46167.3,0.0
2021-01-20,COMPTE_6174,Téléphone et internet,dépense,11480.99,0.0
2021-01-20,COMPTE_6141,Loyers,dépense,69647.89,0.0
2021-01-21,COMPTE_6161,Assurances,dépense,17436.58,0.0
2021-01-22,COMPTE_6178,Fournitures de bureau,dépense,8341.85,0.0
2021-01-27,COMPTE_6011,Achats matières premières,dépense,101915.18,0.0
2021-02-01,COMPTE_6011,Achats matières premières,dépense,89738.61,0.0
2021-02-03,COMPTE_6141,Loyers,dépense,49100.67,0.0
2021-02-03,COMPTE_6210,Charges sociales CNSS,dépense,110941.37,0.0
2021-02-04,COMPTE_6165,Electricité et eau,dépense,33424.43,0.0
2021-02-05,COMPTE_6174,Téléphone et internet,dépense,10436.17,0.0
2021-02-06,COMPTE_6200,Salaires,dépense,362450.45,0.0
2021-02-07,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,7871.85
2021-02-07,COMPTE_7120,Subventions reçues,produit,0.0,24541.21
2021-02-15,COMPTE_7111,Chiffre d affaires,produit,0.0,910415.56
2021-02-18,COMPTE_6176,Honoraires consultants,dépense,34445.7,0.0
2021-02-21,COMPTE_6178,Fournitures de bureau,dépense,6725.66,0.0
2021-02-23,COMPTE_6190,Formation du personnel,dépense,16844.26,0.0
2021-02-24,COMPTE_6171,Transport et livraisons,dépense,22191.36,0.0
2021-02-24,COMPTE_6161,Assurances,dépense,13586.53,0.0
2021-02-25,COMPTE_6185,Maintenance équipements,dépense,22635.37,0.0
2021-03-02,COMPTE_6176,Honoraires consultants,dépense,48891.09,0.0
2021-03-06,COMPTE_6210,Charges sociales CNSS,dépense,106724.87,0.0
2021-03-09,COMPTE_6165,Electricité et eau,dépense,35735.44,0.0
2021-03-11,COMPTE_6178,Fournitures de bureau,dépense,8669.28,0.0
2021-03-11,COMPTE_6011,Achats matières premières,dépense,119495.45,0.0
2021-03-12,COMPTE_6174,Téléphone et internet,dépense,9717.52,0.0
2021-03-13,COMPTE_6190,Formation du personnel,dépense,16941.56,0.0
2021-03-13,COMPTE_6200,Salaires,dépense,432630.5,0.0
2021-03-16,COMPTE_7111,Chiffre d affaires,produit,0.0,943923.61
2021-03-17,COMPTE_6141,Loyers,dépense,64071.64,0.0
2021-03-21,COMPTE_6171,Transport et livraisons,dépense,19527.17,0.0
2021-03-26,COMPTE_7120,Subventions reçues,produit,0.0,30246.43
2021-03-26,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10138.29
2021-03-26,COMPTE_6185,Maintenance équipements,dépense,25834.07,0.0
2021-03-27,COMPTE_6161,Assurances,dépense,15269.11,0.0
2021-04-03,COMPTE_7120,Subventions reçues,produit,0.0,34031.14
2021-04-06,COMPTE_6161,Assurances,dépense,17227.94,0.0
2021-04-09,COMPTE_6210,Charges sociales CNSS,dépense,122760.75,0.0
2021-04-10,COMPTE_6174,Téléphone et internet,dépense,10692.41,0.0
2021-04-11,COMPTE_6171,Transport et livraisons,dépense,19024.83,0.0
2021-04-11,COMPTE_6165,Electricité et eau,dépense,34058.38,0.0
2021-04-13,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10093.01
2021-04-14,COMPTE_6011,Achats matières premières,dépense,89227.91,0.0
2021-04-15,COMPTE_6185,Maintenance équipements,dépense,25955.75,0.0
2021-04-20,COMPTE_6200,Salaires,dépense,431417.15,0.0
2021-04-20,COMPTE_6141,Loyers,dépense,47178.62,0.0
2021-04-23,COMPTE_6176,Honoraires consultants,dépense,41318.54,0.0
2021-04-23,COMPTE_6178,Fournitures de bureau,dépense,7275.09,0.0
2021-04-26,COMPTE_7111,Chiffre d affaires,produit,0.0,937656.71
2021-04-28,COMPTE_6190,Formation du personnel,dépense,14493.47,0.0
2021-05-02,COMPTE_6171,Transport et livraisons,dépense,23891.36,0.0
2021-05-04,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9056.46
2021-05-05,COMPTE_6210,Charges sociales CNSS,dépense,95108.28,0.0
2021-05-05,COMPTE_6185,Maintenance équipements,dépense,23150.42,0.0
2021-05-05,COMPTE_6161,Assurances,dépense,17378.3,0.0
2021-05-06,COMPTE_6141,Loyers,dépense,59209.31,0.0
2021-05-08,COMPTE_6174,Téléphone et internet,dépense,9237.39,0.0
2021-05-09,COMPTE_7120,Subventions reçues,produit,0.0,28896.06
2021-05-12,COMPTE_6176,Honoraires consultants,dépense,46419.48,0.0
2021-05-12,COMPTE_6190,Formation du personnel,dépense,18056.52,0.0
2021-05-13,COMPTE_7111,Chiffre d affaires,produit,0.0,926113.25
2021-05-19,COMPTE_6178,Fournitures de bureau,dépense,7274.97,0.0
2021-05-22,COMPTE_6165,Electricité et eau,dépense,37856.88,0.0
2021-05-25,COMPTE_6200,Salaires,dépense,376641.06,0.0
2021-05-26,COMPTE_6011,Achats matières premières,dépense,99773.67,0.0
2021-06-03,COMPTE_6200,Salaires,dépense,366346.51,0.0
2021-06-03,COMPTE_7120,Subventions reçues,produit,0.0,27768.02
2021-06-04,COMPTE_6161,Assurances,dépense,16355.11,0.0
2021-06-05,COMPTE_6178,Fournitures de bureau,dépense,6567.67,0.0
2021-06-06,COMPTE_6011,Achats matières premières,dépense,84868.16,0.0
2021-06-07,COMPTE_6171,Transport et livraisons,dépense,22234.5,0.0
2021-06-09,COMPTE_6165,Electricité et eau,dépense,30262.75,0.0
2021-06-10,COMPTE_6174,Téléphone et internet,dépense,11367.31,0.0
2021-06-10,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9451.67
2021-06-13,COMPTE_6141,Loyers,dépense,52364.98,0.0
2021-06-15,COMPTE_6185,Maintenance équipements,dépense,28318.55,0.0
2021-06-16,COMPTE_6176,Honoraires consultants,dépense,43110.83,0.0
2021-06-22,COMPTE_7111,Chiffre d affaires,produit,0.0,1000433.9
2021-06-23,COMPTE_6190,Formation du personnel,dépense,14695.68,0.0
2021-06-28,COMPTE_6210,Charges sociales CNSS,dépense,113246.38,0.0
2021-07-03,COMPTE_6200,Salaires,dépense,290147.2,0.0
2021-07-04,COMPTE_6171,Transport et livraisons,dépense,18408.23,0.0
2021-07-12,COMPTE_6165,Electricité et eau,dépense,25767.61,0.0
2021-07-12,COMPTE_6185,Maintenance équipements,dépense,22803.67,0.0
2021-07-12,COMPTE_6178,Fournitures de bureau,dépense,6312.66,0.0
2021-07-13,COMPTE_6210,Charges sociales CNSS,dépense,78953.58,0.0
2021-07-14,COMPTE_7120,Subventions reçues,produit,0.0,25336.79
2021-07-18,COMPTE_6190,Formation du personnel,dépense,14140.37,0.0
2021-07-21,COMPTE_6161,Assurances,dépense,14384.52,0.0
2021-07-23,COMPTE_6141,Loyers,dépense,41183.85,0.0
2021-07-24,COMPTE_7111,Chiffre d affaires,produit,0.0,879657.06
2021-07-26,COMPTE_6174,Téléphone et internet,dépense,9931.83,0.0
2021-07-26,COMPTE_6176,Honoraires consultants,dépense,31832.37,0.0
2021-07-27,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8818.91
2021-07-28,COMPTE_6011,Achats matières premières,dépense,96878.54,0.0
2021-08-04,COMPTE_6190,Formation du personnel,dépense,11647.42,0.0
2021-08-05,COMPTE_6011,Achats matières premières,dépense,83433.56,0.0
2021-08-08,COMPTE_7111,Chiffre d affaires,produit,0.0,813903.37
2021-08-10,COMPTE_6200,Salaires,dépense,308868.29,0.0
2021-08-11,COMPTE_6210,Charges sociales CNSS,dépense,76844.49,0.0
2021-08-12,COMPTE_6165,Electricité et eau,dépense,28332.4,0.0
2021-08-14,COMPTE_6178,Fournitures de bureau,dépense,6784.56,0.0
2021-08-15,COMPTE_6161,Assurances,dépense,10466.99,0.0
2021-08-17,COMPTE_7120,Subventions reçues,produit,0.0,22891.37
2021-08-21,COMPTE_6174,Téléphone et internet,dépense,8846.08,0.0
2021-08-21,COMPTE_6141,Loyers,dépense,49322.04,0.0
2021-08-25,COMPTE_6176,Honoraires consultants,dépense,34484.88,0.0
2021-08-27,COMPTE_6171,Transport et livraisons,dépense,15353.29,0.0
2021-08-28,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8589.91
2021-08-28,COMPTE_6185,Maintenance équipements,dépense,21138.14,0.0
2021-09-02,COMPTE_6200,Salaires,dépense,346152.06,0.0
2021-09-07,COMPTE_6011,Achats matières premières,dépense,93568.77,0.0
2021-09-18,COMPTE_6141,Loyers,dépense,58997.32,0.0
2021-09-18,COMPTE_6165,Electricité et eau,dépense,33193.1,0.0
2021-09-19,COMPTE_6174,Téléphone et internet,dépense,9645.33,0.0
2021-09-19,COMPTE_6185,Maintenance équipements,dépense,26369.64,0.0
2021-09-19,COMPTE_7120,Subventions reçues,produit,0.0,28767.14
2021-09-20,COMPTE_6178,Fournitures de bureau,dépense,8103.73,0.0
2021-09-21,COMPTE_6161,Assurances,dépense,14684.28,0.0
2021-09-21,COMPTE_6171,Transport et livraisons,dépense,19913.69,0.0
2021-09-21,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9827.76
2021-09-21,COMPTE_7111,Chiffre d affaires,produit,0.0,966764.64
2021-09-22,COMPTE_6176,Honoraires consultants,dépense,39524.99,0.0
2021-09-25,COMPTE_6210,Charges sociales CNSS,dépense,127230.01,0.0
2021-09-28,COMPTE_6190,Formation du personnel,dépense,15212.0,0.0
2021-10-05,COMPTE_7111,Chiffre d affaires,produit,0.0,1131186.12
2021-10-10,COMPTE_6171,Transport et livraisons,dépense,25078.61,0.0
2021-10-11,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10755.31
2021-10-12,COMPTE_6210,Charges sociales CNSS,dépense,134679.9,0.0
2021-10-15,COMPTE_6176,Honoraires consultants,dépense,40100.39,0.0
2021-10-15,COMPTE_6178,Fournitures de bureau,dépense,7976.83,0.0
2021-10-16,COMPTE_6161,Assurances,dépense,18760.42,0.0
2021-10-17,COMPTE_7120,Subventions reçues,produit,0.0,35580.58
2021-10-20,COMPTE_6185,Maintenance équipements,dépense,26461.45,0.0
2021-10-21,COMPTE_6011,Achats matières premières,dépense,96389.42,0.0
2021-10-21,COMPTE_6141,Loyers,dépense,60212.19,0.0
2021-10-23,COMPTE_6174,Téléphone et internet,dépense,11063.63,0.0
2021-10-24,COMPTE_6200,Salaires,dépense,450070.94,0.0
2021-10-26,COMPTE_6165,Electricité et eau,dépense,34131.21,0.0
2021-10-28,COMPTE_6190,Formation du personnel,dépense,16504.5,0.0
2021-11-02,COMPTE_6161,Assurances,dépense,14990.02,0.0
2021-11-03,COMPTE_7111,Chiffre d affaires,produit,0.0,1007204.77
2021-11-04,COMPTE_6011,Achats matières premières,dépense,105388.84,0.0
2021-11-07,COMPTE_6185,Maintenance équipements,dépense,31529.5,0.0
2021-11-08,COMPTE_6141,Loyers,dépense,56261.01,0.0
2021-11-08,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10614.04
2021-11-10,COMPTE_6210,Charges sociales CNSS,dépense,119571.49,0.0
2021-11-13,COMPTE_6165,Electricité et eau,dépense,35263.58,0.0
2021-11-14,COMPTE_6171,Transport et livraisons,dépense,26834.96,0.0
2021-11-15,COMPTE_6200,Salaires,dépense,494071.96,0.0
2021-11-16,COMPTE_6190,Formation du personnel,dépense,20301.27,0.0
2021-11-17,COMPTE_7120,Subventions reçues,produit,0.0,38087.95
2021-11-19,COMPTE_6178,Fournitures de bureau,dépense,7901.42,0.0
2021-11-27,COMPTE_6176,Honoraires consultants,dépense,52717.41,0.0
2021-11-28,COMPTE_6174,Téléphone et internet,dépense,10561.27,0.0
2021-12-01,COMPTE_6171,Transport et livraisons,dépense,24253.98,0.0
2021-12-02,COMPTE_6185,Maintenance équipements,dépense,30760.53,0.0
2021-12-03,COMPTE_6210,Charges sociales CNSS,dépense,130206.32,0.0
2021-12-09,COMPTE_6176,Honoraires consultants,dépense,44865.1,0.0
2021-12-09,COMPTE_7120,Subventions reçues,produit,0.0,38855.56
2021-12-10,COMPTE_6141,Loyers,dépense,56025.91,0.0
2021-12-12,COMPTE_6200,Salaires,dépense,469345.56,0.0
2021-12-12,COMPTE_6011,Achats matières premières,dépense,111940.1,0.0
2021-12-14,COMPTE_6174,Téléphone et internet,dépense,13514.82,0.0
2021-12-15,COMPTE_7111,Chiffre d affaires,produit,0.0,1043177.02
2021-12-16,COMPTE_6165,Electricité et eau,dépense,42185.93,0.0
2021-12-19,COMPTE_6190,Formation du personnel,dépense,19558.72,0.0
2021-12-20,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,12644.28
2021-12-25,COMPTE_6178,Fournitures de bureau,dépense,9537.36,0.0
2021-12-27,COMPTE_6161,Assurances,dépense,17972.43,0.0
2022-01-02,COMPTE_6178,Fournitures de bureau,dépense,7621.79,0.0
2022-01-04,COMPTE_6011,Achats matières premières,dépense,127769.84,0.0
2022-01-04,COMPTE_6141,Loyers,dépense,57021.4,0.0
2022-01-05,COMPTE_6210,Charges sociales CNSS,dépense,141882.17,0.0
2022-01-11,COMPTE_6185,Maintenance équipements,dépense,27955.93,0.0
2022-01-13,COMPTE_7120,Subventions reçues,produit,0.0,33709.18
2022-01-17,COMPTE_6190,Formation du personnel,dépense,21784.51,0.0
2022-01-17,COMPTE_6176,Honoraires consultants,dépense,50046.59,0.0
2022-01-18,COMPTE_6165,Electricité et eau,dépense,45758.94,0.0
2022-01-20,COMPTE_6200,Salaires,dépense,450431.91,0.0
2022-01-20,COMPTE_7111,Chiffre d affaires,produit,0.0,1014302.84
2022-01-20,COMPTE_6174,Téléphone et internet,dépense,10827.45,0.0
2022-01-24,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,13087.08
2022-01-25,COMPTE_6171,Transport et livraisons,dépense,29048.08,0.0
2022-01-26,COMPTE_6161,Assurances,dépense,17257.65,0.0
2022-02-01,COMPTE_6190,Formation du personnel,dépense,17422.36,0.0
2022-02-01,COMPTE_6171,Transport et livraisons,dépense,21044.29,0.0
2022-02-09,COMPTE_6200,Salaires,dépense,387919.31,0.0
2022-02-10,COMPTE_6165,Electricité et eau,dépense,35049.52,0.0
2022-02-14,COMPTE_6176,Honoraires consultants,dépense,36401.2,0.0
2022-02-16,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8155.59
2022-02-16,COMPTE_6161,Assurances,dépense,14767.91,0.0
2022-02-19,COMPTE_6011,Achats matières premières,dépense,110421.42,0.0
2022-02-19,COMPTE_7111,Chiffre d affaires,produit,0.0,1008618.67
2022-02-22,COMPTE_6174,Téléphone et internet,dépense,9617.56,0.0
2022-02-24,COMPTE_7120,Subventions reçues,produit,0.0,30135.9
2022-02-26,COMPTE_6178,Fournitures de bureau,dépense,7487.0,0.0
2022-02-26,COMPTE_6210,Charges sociales CNSS,dépense,119532.59,0.0
2022-02-27,COMPTE_6141,Loyers,dépense,50407.85,0.0
2022-02-28,COMPTE_6185,Maintenance équipements,dépense,29016.33,0.0
2022-03-01,COMPTE_6174,Téléphone et internet,dépense,9771.81,0.0
2022-03-05,COMPTE_6161,Assurances,dépense,17940.75,0.0
2022-03-07,COMPTE_7111,Chiffre d affaires,produit,0.0,870476.26
2022-03-08,COMPTE_6165,Electricité et eau,dépense,39973.95,0.0
2022-03-13,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10348.41
2022-03-14,COMPTE_6176,Honoraires consultants,dépense,44763.94,0.0
2022-03-16,COMPTE_6190,Formation du personnel,dépense,19731.66,0.0
2022-03-17,COMPTE_6185,Maintenance équipements,dépense,26099.48,0.0
2022-03-21,COMPTE_6011,Achats matières premières,dépense,99730.67,0.0
2022-03-22,COMPTE_7120,Subventions reçues,produit,0.0,33144.56
2022-03-23,COMPTE_6178,Fournitures de bureau,dépense,7228.26,0.0
2022-03-23,COMPTE_6171,Transport et livraisons,dépense,20142.57,0.0
